lsoacode,hpmd202003,hpmd202103
E01004107,399239,406167
E01004108,506342,546839
E01004109,428452,481048
E01004110,422717,507778
E01004111,433900,518233
E01004112,780026,694386
E01004114,1233415,1054639
E01004115,372146,440125
E01004116,458955,606083
E01004117,533307,554713
E01004118,468545,449750
E01004119,465725,502095
E01004120,618015,669262
E01004121,498813,492176
E01004122,558111,604073
E01004123,322075,366111
E01004124,354500,352938
E01004125,338889,384250
E01004126,329000,380750
E01004127,365000,376208
E01004128,341643,372857
E01004129,309818,395400
E01004130,455077,457421
E01004131,394762,428848
E01004132,429250,477727
E01004133,435841,496906
E01004134,398563,463404
E01004135,494733,498073
E01004136,431750,485609
E01004137,327528,350842
E01004138,341833,385167
E01004139,416471,406500
E01004140,244078,244833
E01004141,235794,304206
E01004142,306825,311816
E01004143,363014,382393
E01004144,477894,483477
E01004145,349294,437481
E01004146,431154,412320
E01004147,439647,462471
E01004148,330555,379600
E01004149,350353,413282
E01004150,259330,355061
E01004151,337558,393206
E01004152,312353,293300
E01004153,288748,360144
E01004154,601654,615076
E01004155,386781,429978
E01004156,303740,366464
E01004157,681929,723963
E01004158,419448,453180
E01004159,366241,419357
E01004160,468280,450059
E01004161,385985,437244
E01004162,272950,307909
E01004163,373067,413347
E01004164,340620,425489
E01004165,362468,378033
E01004166,390649,430469
E01004167,340497,355500
E01004168,429089,440056
E01004169,279157,297727
E01004170,361303,322370
E01004171,439775,492607
E01004172,290026,351703
E01004173,373357,529775
E01004174,451625,459136
E01004175,400325,428580
E01004176,340462,406654
E01004177,305542,311881
E01004178,338823,388070
E01004179,521250,548364
E01004180,726880,786053
E01004181,394182,375159
E01004182,361667,399125
E01004183,276000,321917
E01004184,337512,355375
E01004185,426875,318226
E01004186,249212,311825
E01004187,368656,389306
E01004188,452527,353464
E01004189,353434,362467
E01004190,556775,574367
E01004191,368926,471813
E01004192,419136,508075
E01004193,432187,405514
E01004194,367000,354050
E01004195,365873,454226
E01004196,446272,536689
E01032623,931862,953909
E01004197,353275,398727
E01004198,389000,537243
E01004199,441000,
E01004200,592000,617030
E01004201,495300,450000
E01004202,493406,480544
E01004203,552464,477125
E01004204,529786,508500
E01004205,547244,554370
E01004206,,
E01004207,489800,522200
E01004208,457682,459333
E01004209,,381750
E01004211,528505,524450
E01004212,471520,469346
E01004214,494053,443451
E01004215,697184,553965
E01004216,420464,501346
E01004217,494053,593444
E01004218,599037,528125
E01004219,565006,505633
E01004221,791833,496242
E01004222,410886,443850
E01004223,432272,625889
E01004224,536293,548025
E01004225,495188,495632
E01004226,367676,389286
E01004228,743864,708019
E01004229,683589,816250
E01004230,706167,643500
E01004231,495143,864167
E01004232,707679,955614
E01004233,450250,426591
E01004234,637046,809866
E01004235,318667,
E01004236,,
E01004237,357929,395556
E01004238,423604,413393
E01004239,391923,371375
E01004240,,
E01004241,,466857
E01004242,366999,445926
E01004243,480485,
E01004244,304333,
E01004245,303944,405233
E01004246,430931,416250
E01004247,384400,
E01004248,,294958
E01004249,,
E01004250,340400,359143
E01004251,432208,451667
E01004252,390333,422500
E01004253,446042,465000
E01004254,531976,601390
E01004255,,400214
E01004256,408438,326583
E01004257,405000,
E01004258,944650,647066
E01004259,359278,432743
E01004260,405922,349000
E01004261,,
E01004262,,634167
E01004263,,
E01004264,,514500
E01004266,,811750
E01004267,364870,504250
E01004268,344840,281000
E01004269,525216,467853
E01004270,570231,608133
E01004271,373286,412678
E01004272,376950,323068
E01004273,426632,428059
E01004274,532200,541214
E01004275,574618,625167
E01004276,486779,492500
E01004277,664654,697455
E01004280,492133,
E01004281,400145,449771
E01004283,491143,410786
E01004284,366521,399868
E01004285,481400,405154
E01004286,569607,721545
E01004287,453889,518064
E01004288,,356091
E01004289,539143,566813
E01004290,426350,521000
E01004291,677177,715071
E01004292,649643,713614
E01004293,801479,882575
E01004294,702039,649465
E01004295,,352167
E01004296,406911,529019
E01004297,732989,686800
E01004298,347781,541400
E01004300,388257,373333
E01004301,495638,587278
E01004302,274533,
E01004303,443692,577156
E01004304,419375,
E01004305,,
E01004306,968931,1219083
E01004307,721962,834077
E01004308,652429,584292
E01004309,607455,460511
E01004310,762554,531025
E01004311,757000,537929
E01004312,,542305
E01004313,501264,563786
E01004314,1026469,971964
E01004315,566000,697875
E01004316,,610063
E01004317,521974,566361
E01004318,,
E01004319,,581667
E01004321,,
E01004322,,
E01004323,,712136
E01004324,385188,
E01004325,676042,658267
E01004326,380000,408929
E01032764,407467,422343
E01032765,427773,393972
E01032766,953724,624565
E01032767,545071,542882
E01032768,517969,563289
E01032769,667528,531158
E01032770,418569,534522
E01032771,617019,620438
E01032772,544241,730055
E01032773,436474,435803
E01032774,537500,
E01032775,577000,519150
E01032776,457091,526393
E01032777,411813,487000
E01032778,521106,585434
E01032779,,504100
E01032780,597667,666941
E01032781,499235,468611
E01032782,456438,723436
E01032783,426686,470838
E01032784,339222,470470
E01032785,387517,
E01032786,533611,573070
E01032787,365075,
E01004327,433787,496857
E01004328,454085,496113
E01004329,502250,540004
E01004330,509094,554819
E01004331,448379,512945
E01004332,488875,433833
E01004333,577929,536222
E01004334,,414000
E01004335,,
E01004336,465950,450750
E01004337,467072,500650
E01004338,528362,479571
E01004339,470893,476609
E01004340,346143,413633
E01004341,352028,566407
E01004342,482400,551832
E01004343,478898,543339
E01004344,413188,396429
E01004345,434471,500427
E01004346,475385,574300
E01004347,532751,486069
E01004348,359402,499014
E01004349,413653,469000
E01004350,335728,421167
E01004351,490616,494150
E01004352,592000,592589
E01004353,516484,590751
E01004354,428424,535964
E01004355,377250,407156
E01004356,462336,469000
E01004357,541559,561325
E01004358,438196,462524
E01004359,496779,579227
E01004360,570583,595950
E01004361,476668,504615
E01004362,549847,485340
E01004363,550000,643833
E01004364,515000,559417
E01004365,582100,677813
E01004366,639388,615500
E01004367,415742,602750
E01004368,502025,606550
E01004369,431344,436766
E01004370,489390,505075
E01004371,574807,593254
E01004372,425665,461237
E01004373,522654,581604
E01004374,543500,543346
E01004375,472825,494182
E01004376,430833,636950
E01004377,652938,566150
E01004378,497778,572864
E01004379,480660,534066
E01004380,522890,590760
E01004381,517950,577726
E01004382,409962,454600
E01004383,593708,537958
E01004384,371273,418000
E01004385,464794,431073
E01004386,586569,560500
E01004387,519868,664731
E01004388,535750,574000
E01004389,376885,472844
E01004390,350121,407000
E01004391,443085,410955
E01004392,421656,535215
E01004393,430133,423885
E01004394,439254,465309
E01004395,641084,691794
E01004396,530188,653976
E01004397,372471,477880
E01004398,417143,429227
E01004399,371958,
E01004400,396406,496658
E01004401,516192,554085
E01004402,431766,514483
E01004403,384659,471813
E01004404,277322,366514
E01004405,605273,777999
E01004406,474273,646482
E01004407,316000,340107
E01004408,524125,637116
E01004409,587122,668206
E01004410,550821,572591
E01004411,522300,684000
E01004412,609552,666807
E01004413,350612,377385
E01004414,417375,474444
E01004415,440208,504199
E01004416,494763,419500
E01004417,446591,485708
E01004418,416934,448656
E01004419,398647,441896
E01004420,475147,526527
E01004421,528208,567900
E01004422,434610,468110
E01004423,435545,384165
E01004424,355999,421405
E01004425,366071,377737
E01004426,487000,563100
E01004427,371807,365015
E01004428,,369000
E01004429,464955,522731
E01004430,395929,440994
E01004432,485975,560607
E01004434,399765,499562
E01004435,412798,495227
E01004436,617538,626205
E01004437,474690,514214
E01004438,645571,566732
E01004439,450700,440128
E01004440,577644,462906
E01004441,499620,557882
E01004442,494111,551838
E01004443,528606,654618
E01004444,462816,469043
E01004445,523867,573355
E01004446,516264,540241
E01004447,554306,625790
E01004448,431011,521349
E01004449,,
E01004450,426568,465093
E01004451,459375,499038
E01004452,343156,411071
E01004453,347742,395406
E01004454,357541,402000
E01004455,379436,418208
E01004456,,352800
E01004457,489475,521119
E01004458,568696,529850
E01004459,431000,474750
E01004460,616500,622778
E01004461,425490,554053
E01004462,536608,571000
E01004463,459083,450815
E01004464,548167,
E01004465,591867,662587
E01004466,599194,626845
E01004467,342813,408852
E01004468,609332,563920
E01004469,427800,446400
E01004470,518150,572897
E01004471,486912,571141
E01033153,343577,413300
E01004472,926900,936099
E01004473,778596,817138
E01004474,615923,695368
E01004475,700112,866269
E01004476,650173,881378
E01004477,1596200,1422100
E01004478,1537600,1520647
E01004479,1241941,1626025
E01004480,823553,767429
E01004481,662601,657143
E01004482,578607,826757
E01004483,442312,471750
E01004484,641238,790113
E01004485,817346,964471
E01004486,688227,705058
E01004487,909065,892192
E01004488,1202053,973781
E01004489,1019365,1427368
E01004490,820658,916071
E01004491,341775,438192
E01004492,648665,691087
E01004493,641151,723364
E01004494,561645,572825
E01004495,490065,512690
E01004496,577440,677316
E01004497,735900,805918
E01004498,792087,701143
E01004499,738613,726751
E01004500,524365,643980
E01004501,526333,1323077
E01004502,683008,986351
E01004503,548235,935625
E01004504,891350,821700
E01004505,510719,652069
E01004506,662114,716630
E01004507,612176,636237
E01004508,663719,761750
E01004509,609744,612825
E01004510,623121,744722
E01004511,721243,889997
E01004512,1028068,1113140
E01004513,453044,494763
E01004514,1008034,1019830
E01004515,657531,662265
E01004516,724953,755412
E01004517,569243,632702
E01004518,573500,738683
E01004519,596025,730618
E01004520,609220,591071
E01004521,553838,518760
E01004522,531418,560175
E01004523,541661,787639
E01004524,319167,331783
E01004525,549688,629269
E01004526,474261,532857
E01004527,614513,663403
E01004528,539770,448850
E01004529,506121,549743
E01004530,600000,581563
E01004531,642389,640128
E01004532,597619,673813
E01004533,658935,656608
E01004534,915280,903493
E01004535,,
E01004536,528038,343020
E01004537,382704,577477
E01004538,424531,506688
E01004539,,397500
E01004540,589840,684307
E01004541,401731,458179
E01004542,950217,1415306
E01004543,915459,1165964
E01004544,1001540,1118317
E01004545,456835,571889
E01004546,755517,960083
E01004547,939214,1215644
E01004548,673116,538914
E01004549,1225343,1198765
E01004550,1216107,1251000
E01004551,541875,740083
E01004552,620143,695508
E01004553,830371,772219
E01004554,1159626,1031742
E01004555,1423398,1320904
E01004556,1225333,1297328
E01004557,1076262,1115828
E01004558,933290,1135507
E01004559,1196603,1444409
E01004560,987716,1027953
E01004562,975273,899254
E01004563,507071,640583
E01004564,601042,624107
E01004565,645523,653441
E01004566,1026370,930829
E01004567,354893,436400
E01004568,200000,
E01004569,526222,747922
E01004570,375000,
E01004571,386278,457833
E01004572,1489000,1232962
E01004573,392885,327857
E01004574,,
E01004575,609667,881250
E01004576,838438,2124628
E01004577,1191111,1050854
E01004579,936096,1070283
E01004580,607397,522957
E01004581,558105,682235
E01004582,1130983,1644890
E01004583,1119278,991577
E01004584,,309500
E01004585,685814,783073
E01004586,758697,724224
E01004587,878610,989009
E01004588,950703,811306
E01004589,1028202,945077
E01004590,683382,666367
E01004591,634838,574903
E01004592,743310,749589
E01004593,634077,568626
E01004594,973384,1048256
E01004595,660134,697634
E01004596,915886,977290
E01004597,981545,914382
E01004598,656092,700305
E01004599,923375,1121648
E01004600,399171,461357
E01004601,547527,605341
E01004602,856971,960200
E01004604,1405292,1583200
E01004605,751090,1211226
E01004606,813298,909286
E01004607,998141,782810
E01004608,751772,1210824
E01004609,832741,826205
E01004610,640367,685657
E01004611,645397,745858
E01004612,639100,614250
E01004613,482794,569867
E01004614,521545,541250
E01004615,456500,406417
E01004616,546585,563417
E01004617,533964,532175
E01004618,861597,921026
E01004619,2161644,2368706
E01004620,804253,888976
E01004621,1094014,727393
E01004622,675000,642821
E01004623,765531,910246
E01004624,690561,911120
E01004625,1784375,1914000
E01004626,806762,986758
E01004627,1157326,1143155
E01004628,615292,691583
E01004629,958894,1074286
E01004630,380286,356019
E01004631,596000,829286
E01004632,1047000,865102
E01004633,385222,374100
E01004634,477196,864676
E01004635,422729,495457
E01004636,501441,704167
E01004637,925373,633844
E01004638,1711000,1648100
E01004639,954472,539323
E01004640,694130,1339685
E01004641,885044,647222
E01004642,573433,644367
E01004643,552186,685977
E01004644,649214,795271
E01004645,615833,433119
E01033093,625895,719065
E01033098,1037418,982167
E01033099,576950,566036
E01033100,691996,656875
E01033101,711814,669667
E01033132,1740596,2236765
E01033133,507000,540479
E01033135,989627,863757
E01004646,3176747,4254545
E01004647,4130000,2891812
E01004648,1197250,2145069
E01004649,1685009,1641856
E01004650,1792900,3233356
E01004651,747864,1155528
E01004652,725417,619833
E01004653,2302140,2120870
E01004654,1708905,2449111
E01004656,1493048,730357
E01004657,1356526,1869000
E01004658,990286,1386500
E01004659,817524,821125
E01004660,1622617,1880450
E01004661,1035162,897414
E01004662,1216111,1187941
E01004663,1544286,1514250
E01004665,513500,527600
E01004666,,2065793
E01004667,6675429,4221591
E01004668,1178571,1122600
E01004669,524615,617833
E01004670,,
E01004674,563600,572499
E01004675,474174,604228
E01004676,589188,1001125
E01004677,578387,695786
E01004678,730222,692000
E01004679,454007,663359
E01004680,2278889,2485203
E01004681,784117,852263
E01004682,1300292,984091
E01004683,2074172,2688457
E01004684,982944,1031222
E01004686,572912,790280
E01004687,4332261,3540623
E01004688,2289220,3315000
E01004689,5049850,4773636
E01004690,3381317,5277558
E01004691,5550690,3746154
E01004692,5248950,1055333
E01004693,2263625,1901805
E01004694,781354,1484167
E01004695,1472500,916111
E01004696,438714,503714
E01004697,998563,938088
E01004698,1648036,1220659
E01004699,888333,1117083
E01004700,1617273,899500
E01004701,946652,1388526
E01004702,,1109545
E01004703,1342291,1804733
E01004705,1161250,1445411
E01004706,852762,1032273
E01004707,961647,1399556
E01004708,552100,608101
E01004709,958529,985500
E01004710,618759,734046
E01004711,610333,921143
E01004712,2013929,2166364
E01004713,2383500,3689675
E01004714,2605240,1719792
E01004715,2633269,883125
E01004716,2326176,3338929
E01004717,2636154,1729615
E01004718,566192,700045
E01004719,845425,719688
E01004720,892661,812896
E01004721,772757,666714
E01004722,,
E01004723,538053,634366
E01004724,1322387,1341118
E01004725,1466012,852222
E01004726,1854750,2593421
E01004727,1436445,957454
E01004728,1037972,795273
E01004729,799286,3183889
E01004730,1551496,1751454
E01004731,1894205,1983146
E01004732,950000,
E01004733,1735788,1069125
E01004734,1446286,1539136
E01004735,1991761,2754130
E01004736,2069029,1747622
E01004737,1215500,1398400
E01004738,800140,1145713
E01004739,,
E01004740,680714,709735
E01004741,621583,659073
E01004742,714451,1004778
E01004743,834625,615389
E01004744,768438,927045
E01004745,1226306,878692
E01004746,620667,
E01004747,921078,830364
E01004748,1564596,1245545
E01004749,1133723,1618286
E01004750,838510,1264080
E01004751,1091642,1277102
E01004752,833036,766409
E01004753,1129566,668118
E01004754,,
E01004755,468125,529345
E01004756,695727,755033
E01004757,529736,
E01004760,791563,1438929
E01004761,5111149,5707400
E01004762,13587294,8275103
E01004763,1335261,1744059
E01004765,1659050,1556667
E01032512,,480500
E01032513,521280,
E01033593,1502583,1666015
E01033594,1294700,1536000
E01033595,2974872,2337292
E01033596,,
E01033597,1015000,797827
E01033598,1032886,
E01033599,1010333,627000
E01033600,921801,2478000
E01033601,,
E01033602,,
E01033603,645267,595143
E01033604,603546,
E01033605,745429,
E01033606,703143,1102500
E01033607,2115417,1974214
E01033608,1046778,901246
W01000001,279759,353393
W01000002,248775,441772
W01000003,130853,141913
W01000004,197162,268138
W01000005,273049,285188
W01000006,189928,223393
W01000007,222631,275411
W01000008,179876,191154
W01000009,172683,188200
W01000010,215458,281142
W01000011,269633,293023
W01000012,189444,251929
W01000013,371071,421462
W01000014,157957,175520
W01000015,221636,220272
W01000016,93071,98871
W01000017,140387,127556
W01000018,211817,188763
W01000019,254165,273069
W01000020,250095,347813
W01000021,187286,232645
W01000022,228863,220641
W01000023,167340,172885
W01000024,125700,108091
W01000025,163904,191265
W01000026,220484,199231
W01000027,208635,282267
W01000028,156868,241469
W01000029,106496,135107
W01000030,119943,140184
W01000031,146702,214958
W01000032,225405,303125
W01000033,110954,115885
W01000034,186939,181833
W01000035,278133,246310
W01000036,97688,95600
W01000037,140460,180682
W01000038,187473,267230
W01000039,295914,402608
W01000040,242442,335632
W01000041,116000,146857
W01000042,218900,220954
W01000043,189658,177556
W01000044,247995,200536
W01000047,176263,270029
W01000048,254357,197565
W01000049,152342,177000
W01000050,301265,240642
W01000051,132025,140879
W01000052,156107,191071
W01000053,205125,195095
W01000054,188163,171773
W01000056,88780,111728
W01000057,217563,293250
W01000059,133262,135917
W01000060,164742,198312
W01000061,299684,292947
W01000062,129400,119058
W01000063,156816,143177
W01000064,166063,203579
W01000065,90632,96955
W01000066,177350,254438
W01000067,192863,158842
W01000068,144370,163638
W01000069,181262,200035
W01000070,283233,261333
W01000071,140500,141104
W01000072,202872,206367
W01000073,190780,156567
W01000074,188286,203721
W01000075,120475,127909
W01000076,168141,204500
W01000077,132050,122462
W01000078,147043,122474
W01000079,232548,240072
W01000080,359038,513672
W01000081,200493,178584
W01000082,223808,225768
W01000083,186068,129000
W01000084,337218,336050
W01000085,151943,191600
W01000086,183840,205971
W01000087,197044,176924
W01000088,196143,204603
W01000089,235031,257079
W01000090,94564,
W01000091,143850,
W01000092,131635,160029
W01000093,205047,179581
W01000094,241071,221192
W01000095,197152,215525
W01000096,125500,138814
W01000097,123781,113709
W01000098,194620,204072
W01000099,160424,162231
W01000100,125813,159000
W01000101,131198,172071
W01000102,247094,308929
W01000103,200627,250053
W01000104,127710,93144
W01000105,126498,160315
W01000106,228048,252734
W01000107,181523,232354
W01000108,141888,189389
W01000109,196608,197500
W01000110,173646,184231
W01000111,105167,114317
W01000112,125121,123660
W01000113,120500,106780
W01000114,145017,217402
W01000115,201341,191550
W01000116,185199,185217
W01000117,122585,130958
W01000118,210394,214075
W01000119,193535,176452
W01001932,245517,284727
W01001933,256432,306841
W01000121,218913,254827
W01000122,218162,306428
W01000123,151000,196000
W01000124,254375,279032
W01000125,199071,222162
W01000126,199148,206356
W01000127,180634,176167
W01000128,180634,175382
W01000129,241438,171500
W01000130,192935,249205
W01000131,209511,243476
W01000132,183056,160300
W01000133,274199,289731
W01000134,191523,185135
W01000135,291912,292894
W01000136,264552,281510
W01000137,237895,294818
W01000138,165241,183638
W01000139,158983,209136
W01000140,157440,172903
W01000141,184291,187549
W01000142,241527,234903
W01000143,129025,128392
W01000144,98676,108910
W01000145,175821,207438
W01000146,170318,173892
W01000147,282021,238619
W01000148,176600,147786
W01000149,121705,132691
W01000150,198248,181236
W01000151,168392,155573
W01000152,140020,174500
W01000153,192019,241813
W01000154,199556,196259
W01000155,292383,254736
W01000156,191888,215373
W01000157,144632,153430
W01000158,231414,216489
W01000159,193360,253750
W01000162,239682,224786
W01000163,149769,159244
W01000164,151116,132958
W01000165,226585,259747
W01000166,195225,216276
W01000167,144521,147925
W01000168,156366,211648
W01000169,169152,165141
W01000170,171421,189548
W01000171,214581,252500
W01000172,121177,127571
W01000173,150099,235457
W01000174,194475,212088
W01000175,252285,295207
W01000176,130150,167950
W01000177,164450,231271
W01000178,134574,150000
W01000179,194979,207812
W01000180,343123,383873
W01000181,216649,251523
W01000182,148418,177869
W01000183,208941,261182
W01000184,149054,139646
W01000185,191833,228915
W01000186,127083,135850
W01000187,103494,
W01000188,206333,247868
W01000189,191203,177564
W01000190,241199,245188
W01001926,220778,288800
W01001927,171350,163325
W01001928,109376,128192
W01000191,173076,188813
W01000192,190773,149654
W01000193,142375,150236
W01000194,126225,152423
W01000195,231034,214632
W01000196,148770,176250
W01000197,195059,240386
W01000198,149875,166833
W01000199,195604,228566
W01000200,188113,230684
W01000201,155164,206198
W01000202,221880,295563
W01000203,270900,280691
W01000204,308275,301750
W01000205,186769,216789
W01000206,259125,267418
W01000207,234748,271977
W01000208,201644,270758
W01000209,200713,242845
W01000210,238144,196111
W01000211,325430,268625
W01000212,246465,248501
W01000213,146529,144304
W01000214,142463,137432
W01000215,251516,262331
W01000216,145473,222438
W01000217,169186,147324
W01000218,134470,152081
W01000219,139627,153575
W01000220,143489,150132
W01000221,121713,132921
W01000222,147862,159925
W01000223,172645,208626
W01000224,182406,225330
W01000225,165917,190474
W01000226,138499,148039
W01000227,135804,151310
W01000228,164825,204000
W01000229,135354,145417
W01000230,136533,156081
W01000231,130682,132318
W01000232,166539,154193
W01000233,141466,140103
W01000234,189973,181575
W01000235,142091,158307
W01000236,96015,96542
W01000237,98067,100200
W01000238,128325,129375
W01000239,112361,102990
W01000240,,83625
W01000241,106955,111273
W01000242,156534,157688
W01000243,191625,174705
W01000244,238831,253227
W01000245,232678,180975
W01000246,167000,180257
W01000247,193155,224913
W01000248,336423,297600
W01000249,173500,203826
W01000250,194103,189375
W01000251,222182,192021
W01000252,168990,182710
W01000253,154951,149110
W01000254,117977,133767
W01000255,228071,196339
W01000256,165962,234617
W01000257,191181,213460
W01000258,204784,200079
W01000259,178241,178929
W01000260,163781,170935
W01000261,143052,163964
W01000262,133457,172831
W01000263,164042,170653
W01000264,213283,233842
W01000265,189985,218901
W01000266,185657,170565
W01000267,186462,197665
W01000268,236583,237875
W01000269,148514,155539
W01000270,229538,307306
W01000271,259667,281998
W01000272,275747,404433
W01000273,146813,161745
W01000274,121427,116154
W01000275,141850,145500
W01000276,138902,174450
W01000277,152770,176167
W01000278,122365,135992
W01000279,165280,174667
W01000280,195974,194323
W01000281,140995,157917
W01000282,205717,222916
W01000283,144998,160589
W01000284,241567,232898
W01000285,349761,334727
W01000286,187625,204741
W01000287,139454,136855
W01000288,115045,106583
W01000289,151578,157841
W01000290,127885,93667
W01000291,152211,164143
W01000292,121262,120545
W01000293,187390,166337
W01000294,194384,199952
W01000295,135134,155317
W01000296,122000,110688
W01000297,120958,143750
W01000298,180526,203177
W01000299,281354,293620
W01000300,247500,293364
W01000301,238263,286313
W01000302,230405,326506
W01000303,281274,327107
W01000304,127100,138500
W01000305,136866,136912
W01000306,160700,202625
W01000307,240445,229375
W01000308,162235,181104
W01000309,147828,165714
W01000310,228250,241919
W01000311,184795,198806
W01000312,143778,141846
W01000313,198118,184727
W01000314,137284,141535
W01000315,186150,179706
W01000316,203063,229168
W01000317,281425,272382
W01000318,127063,132429
W01000319,190120,190639
W01000320,152126,178000
W01000321,194606,231799
W01000322,212563,211859
W01000323,238640,294593
W01000324,269279,253121
W01000325,220874,206389
W01000326,214110,235981
W01000327,259042,216349
W01000328,134083,113789
W01000329,172900,156050
W01000330,134623,163473
W01000331,165891,182343
W01000332,153291,218593
W01000333,105786,128500
W01000334,127835,124467
W01000335,,140874
W01000336,,127139
W01000337,136756,131762
W01000338,221071,252634
W01000339,207544,243700
W01000340,202200,202845
W01000341,173042,142581
W01000342,135067,137663
W01000343,199136,217227
W01000344,180787,204108
W01000345,239529,313430
W01000346,314271,367353
W01000347,132240,134662
W01000348,100115,127375
W01000349,153715,167602
W01000350,113588,106125
W01000351,161917,183180
W01000352,186643,176850
W01000353,102167,
W01000354,151798,162496
W01000355,109974,113933
W01000356,179100,185490
W01000359,182719,169573
W01000360,137692,135667
W01000361,175598,185091
W01000362,127993,125857
W01000363,167057,169692
W01000364,190573,201020
W01000365,197636,222967
W01000366,127197,120013
W01000367,164204,191050
W01000368,198448,213064
W01000369,190355,265000
W01000370,261910,277632
W01000371,161703,150136
W01000372,112464,122333
W01000373,110050,119226
W01000374,157000,
W01000375,171380,163320
W01000376,187450,153195
W01000377,161375,172475
W01000378,131818,128556
W01000379,172864,138250
W01000380,183911,164497
W01000381,124125,149955
W01000382,129970,116000
W01000383,253151,304650
W01000384,276808,282574
W01000385,161200,162053
W01000386,110442,105813
W01000387,186625,215563
W01000388,199329,216636
W01000389,207298,209933
W01000390,136661,219968
W01000391,173998,138395
W01000392,126471,116800
W01000393,201602,180414
W01000394,248167,229081
W01000395,189193,187393
W01000396,259688,359503
W01000397,374875,476500
W01000398,188688,212958
W01000399,254715,238940
W01000400,145946,151289
W01000401,162848,147076
W01000402,156939,118937
W01000403,255067,305231
W01000404,220698,221308
W01000405,143318,141431
W01000406,128152,143591
W01000407,207528,216078
W01000408,170458,169106
W01000409,,
W01000410,151147,183058
W01000411,118484,129375
W01000412,135850,126140
W01000413,,
W01000414,,
W01000415,167963,183304
W01000416,188156,188750
W01000417,391500,356810
W01000418,373714,308810
W01000419,162175,193545
W01000420,163352,149079
W01000422,140541,178956
W01000423,129719,144727
W01000424,144054,141417
W01000425,,
W01001929,91731,115438
W01001930,206573,200275
W01001931,95333,109969
W01000506,249827,303143
W01000507,235480,272529
W01000508,183214,235179
W01000509,187283,220717
W01000510,141343,160132
W01000511,119688,119429
W01000512,186079,269827
W01000513,147996,176433
W01000515,141250,
W01000516,144517,172135
W01000517,180333,193667
W01000518,166500,182500
W01000519,255002,265857
W01000522,223172,214068
W01000523,173346,179473
W01000524,213414,240809
W01000525,217722,204063
W01000527,142364,155496
W01000528,170559,190610
W01000529,237625,222650
W01000531,171675,229355
W01000532,240206,233482
W01000533,185944,169118
W01000534,225998,241971
W01000535,198313,236019
W01000536,188382,250403
W01000537,236450,249773
W01000538,204170,192831
W01000539,238250,297242
W01000540,172618,185540
W01000541,181476,226603
W01000542,198461,232997
W01000543,196749,255421
W01000544,301944,235806
W01000545,264148,340438
W01000546,226353,284676
W01000547,236544,281525
W01000548,186974,261278
W01000549,180300,192484
W01000550,188269,180643
W01000551,210240,247444
W01000552,186900,248136
W01001934,204944,203965
W01001935,180575,203739
W01001936,278083,217244
W01001937,209282,249084
W01000553,256587,365725
W01000554,253822,264676
W01000555,264216,282500
W01000556,211952,233129
W01000557,193524,251182
W01000558,191085,220558
W01000559,211663,204750
W01000560,223636,169000
W01000561,172214,133800
W01000562,259101,356297
W01000563,251813,300833
W01000564,179869,233595
W01000565,211192,199659
W01000566,177813,166406
W01000567,156574,170709
W01000568,136091,152568
W01000569,149182,154545
W01000570,77250,84071
W01000571,174765,158019
W01000572,179182,184045
W01000573,166353,184503
W01000574,235485,205300
W01000575,155712,164027
W01000576,193000,207694
W01000577,274129,262861
W01000578,224982,258215
W01000579,205996,199363
W01000580,225640,265589
W01000581,293494,298229
W01000582,242875,276956
W01000583,216000,285252
W01000584,275833,304192
W01000585,351179,269182
W01000586,147671,164934
W01000587,146823,131942
W01000588,142556,156713
W01000589,110053,129628
W01000590,154040,170350
W01000591,129572,144526
W01000592,137182,175600
W01000593,173692,179976
W01000594,109328,120808
W01000595,190806,183381
W01000596,256177,280859
W01000597,352446,348563
W01000598,167206,167129
W01000599,161171,181148
W01000600,102543,105550
W01000601,143188,116900
W01000602,175903,175560
W01000603,182848,134879
W01000604,158000,139579
W01000605,145152,167341
W01000606,144944,138692
W01000607,159682,167500
W01000608,130626,150385
W01000609,218054,230168
W01000610,268331,325085
W01000611,214627,232599
W01000612,280625,279875
W01000613,212802,283349
W01000614,194089,222289
W01000615,252936,243607
W01000616,278342,421947
W01000617,243676,280930
W01000618,274220,304781
W01000619,245952,282819
W01000620,307933,256474
W01000621,239060,237463
W01000622,300128,224781
W01000623,239182,283198
W01000624,256252,279975
W01000625,117903,109625
W01000626,122028,160194
W01000627,152432,201902
W01000628,133559,126033
W01000629,110267,117958
W01000630,135153,120086
W01000631,93042,96999
W01000632,129182,168305
W01000633,106639,123591
W01000634,168180,135861
W01000635,139625,195029
W01000636,160057,167042
W01000637,119708,138369
W01000638,121042,281714
W01000639,165500,147328
W01000640,196660,236270
W01000641,127158,121427
W01000642,170603,185552
W01000643,188417,188900
W01000644,169780,167070
W01000645,184572,177317
W01000646,158294,205170
W01000647,235688,227833
W01000648,257084,247333
W01000649,237559,276769
W01000650,235195,234788
W01000651,122917,151750
W01000652,102714,113500
W01000653,195900,168500
W01000654,100675,129687
W01000655,132125,118147
W01000656,151440,135579
W01000657,160700,139725
W01000658,150108,152641
W01000659,108500,157476
W01000660,115391,106450
W01000662,136207,191850
W01000663,193858,202224
W01000664,168485,205684
W01000665,221050,244386
W01000666,115219,130864
W01000667,145118,126959
W01000670,116444,134496
W01000671,178552,244717
W01000672,264316,215251
