lsoacode,hpmd202003,hpmd202103
E01019129,197908,226680
E01019130,218846,249270
E01019131,276059,296194
E01019132,232132,261182
E01019133,201864,239795
E01019134,172646,163706
E01019135,173961,166537
E01019136,173738,158030
E01019137,101818,104618
E01019138,75129,77069
E01019139,57075,69286
E01019140,66004,66625
E01019141,83738,78049
E01019142,63370,70055
E01019143,63214,71511
E01019144,144217,285285
E01019145,173708,172592
E01019146,197025,166216
E01019147,114697,117868
E01019148,177842,202615
E01019149,197284,175276
E01019150,103904,130297
E01019151,164667,144286
E01019152,252194,326556
E01019153,211531,214652
E01019154,219097,250512
E01019155,216384,222675
E01019156,70385,68250
E01019157,73879,78490
E01019158,64539,76645
E01019159,85646,90200
E01019160,110329,134556
E01019161,206304,177498
E01019162,224632,233318
E01019163,293591,273496
E01019164,163583,
E01019165,93325,119696
E01019166,89684,102269
E01019167,110004,130464
E01019168,239618,226250
E01019169,232238,243623
E01019170,151250,149280
E01019171,100402,101673
E01019172,89610,93362
E01019173,81174,89658
E01019174,105190,114017
E01019175,124777,134019
E01019176,205015,243913
E01019177,177409,233441
E01019178,170911,203692
E01019179,185389,206961
E01019180,143563,173233
E01019182,143119,140757
E01019184,105327,107450
E01019185,166000,162636
E01019186,103359,119130
E01019187,194417,175700
E01033160,113634,131279
E01019188,138200,156886
E01019189,131842,121970
E01019190,235937,206400
E01019191,180598,196194
E01019192,165354,158900
E01019193,118639,112587
E01019194,122083,141091
E01019195,157512,161775
E01019196,134738,113304
E01019197,98200,121333
E01019198,82063,94163
E01019199,74889,82425
E01019200,258768,255417
E01019201,174908,179958
E01019202,167221,133653
E01019203,250775,277466
E01019204,94860,74639
E01019205,78788,97536
E01019206,161181,206341
E01019207,83716,86556
E01019208,105614,98725
E01019209,98479,105398
E01019210,95114,124075
E01019211,82350,91495
E01019212,259290,255816
E01019213,195604,199828
E01019214,228958,188641
E01019215,151423,134236
E01019216,86431,91386
E01019217,92319,93826
E01019218,124640,103480
E01019219,221972,250963
E01019220,128236,144107
E01019221,108814,126508
E01019222,112171,115331
E01019223,170676,171881
E01019224,223564,273128
E01019225,203622,252484
E01019226,247714,215362
E01019227,99513,104543
E01019228,143586,165733
E01019229,203740,243135
E01019230,103053,105022
E01019231,131582,110735
E01019232,124107,154735
E01019233,121170,143766
E01019234,79698,82906
E01019235,106535,122439
E01019236,84750,96058
E01019237,159375,147828
E01019238,196677,201906
E01019239,333995,275252
E01019240,199797,241431
E01019241,202641,213563
E01019242,170293,173823
E01019243,166185,224029
E01019244,181958,181276
E01019245,84760,80556
E01019246,93680,91854
E01019247,130318,133310
E01019248,105223,104667
E01019249,259808,312882
E01019250,300909,276556
E01019251,193837,245843
E01019252,96085,94167
E01019253,149409,148652
E01019254,172938,131925
E01019255,134357,157690
E01019256,90673,153920
E01019257,126723,147863
E01019258,211391,266514
E01019259,147142,210263
E01019260,111153,130771
E01019261,222629,233209
E01019262,172670,182194
E01019263,99722,89000
E01019264,171819,160169
E01019265,133467,161585
E01019266,112039,99727
E01019267,75364,69630
E01019268,188246,146363
E01019269,84583,106042
E01019270,76730,100613
E01019271,145556,112889
E01019272,94068,85467
E01019273,129548,131502
E01019274,84576,101088
E01019275,135035,147410
E01019276,293685,311900
E01019277,76000,93389
E01019278,128669,181563
E01019279,207675,275773
E01019280,116975,105676
E01019281,156208,157866
E01019282,147638,147765
E01019283,149514,133344
E01019284,105727,106250
E01019285,94930,108505
E01019286,143686,135398
E01019287,155410,182275
E01019288,187947,190507
E01019289,134739,153916
E01019290,97321,123188
E01019291,112990,132435
E01019292,115358,150066
E01019293,290886,371923
E01019294,94587,86000
E01019295,68836,79167
E01019296,120564,131755
E01019297,165746,191485
E01019298,116640,146577
E01019299,86716,73420
E01019300,221881,202370
E01019301,164958,135059
E01019302,187349,180522
E01019303,165442,161087
E01019304,227808,269833
E01019305,184238,203918
E01019306,149705,172808
E01019307,186794,209853
E01019308,481360,309438
E01019309,240280,307611
E01019310,309146,325360
E01019311,258273,309000
E01019312,243715,223659
E01019313,277455,315083
E01019314,290594,354441
E01019315,236807,254216
E01019316,226325,269228
E01019317,271100,303765
E01019318,155930,209433
E01019319,222855,261298
E01019320,256688,315107
E01019321,283889,291997
E01019322,274970,288498
E01019323,235885,236667
E01019324,262824,289071
E01019325,184526,233881
E01019326,247170,264844
E01019327,151148,186207
E01019328,264650,252875
E01019329,267752,279593
E01019330,233740,239550
E01019331,240570,219795
E01019332,159308,144828
E01019333,138718,128954
E01019334,187400,183717
E01019335,179498,173727
E01019336,153923,157418
E01019337,179293,157036
E01019338,243486,283364
E01019339,458437,442967
E01019340,306206,333658
E01019341,315516,328356
E01019342,303658,319955
E01019343,350784,381635
E01019344,332167,332900
E01019345,223618,199027
E01019346,326260,406417
E01019347,249028,241210
E01019348,263425,274997
E01019349,316985,404447
E01019350,366457,469330
E01019351,298205,314862
E01019352,333571,299533
E01019353,281700,280498
E01019354,180600,209191
E01019355,326258,339476
E01019356,401048,580583
E01019357,170932,209155
E01019358,225889,221889
E01019359,168400,173639
E01019360,208592,209071
E01019361,241667,238938
E01019362,228083,232775
E01019363,226379,219962
E01019364,132203,176500
E01019365,225044,255030
E01019366,231768,271250
E01019367,249962,245409
E01019368,232573,228554
E01019369,326328,291451
E01019370,204143,266669
E01019371,212154,245890
E01019372,268698,322705
E01019373,422124,438333
E01019374,352083,398890
E01019375,517326,500055
E01019376,614179,484295
E01019377,311500,370311
E01019378,191775,220630
E01019379,255143,268246
E01019380,265100,313275
E01019381,332303,368385
E01019382,211766,227678
E01019383,340480,375427
E01019384,309527,337763
E01019385,219797,209289
E01019386,392758,340856
E01019387,341643,297466
E01019388,209523,217770
E01019389,205306,207670
E01019390,241624,274829
E01019391,190996,194752
E01019392,169792,176221
E01019393,348707,272697
E01019394,390067,400752
E01019395,414370,505322
E01019396,367893,383242
E01019397,397801,437560
E01019398,216037,214958
E01019399,220031,255381
E01019400,116369,125916
E01019401,141136,207065
E01019402,190132,175275
E01019403,111596,135163
E01019404,251410,238236
E01019405,607236,632925
E01019406,311814,335180
E01019407,170615,204986
E01019408,242339,230080
E01019409,222224,238722
E01019410,212586,209207
E01019411,170727,236333
E01019412,269924,283911
E01019413,214300,258500
E01019414,292762,324550
E01019415,208016,251770
E01019416,215269,237341
E01019417,165968,173451
E01019418,213370,227173
E01019419,205861,244942
E01019420,132859,147028
E01019421,146341,176112
E01019422,184297,202966
E01019423,347456,334088
E01019424,303650,309273
E01019425,480998,465257
E01019426,305344,456676
E01019427,539070,542667
E01019428,192176,274076
E01019429,198667,285319
E01019430,205358,206680
E01019431,142793,140519
E01019432,177630,195950
E01019433,125746,153130
E01019434,135825,140872
E01019435,153306,147477
E01019436,139454,165517
E01019437,139112,193889
E01019438,115529,161727
E01019439,155580,172452
E01019440,199857,194611
E01019441,121714,124817
E01019442,150200,178682
E01019443,172681,159661
E01019444,182739,155734
E01019445,140473,122888
E01019446,220089,255806
E01019447,296620,308188
E01019448,227316,215318
E01019449,189981,219788
E01019450,155333,177393
E01019451,202164,168476
E01019452,130900,153719
E01019453,99964,110500
E01019454,230950,236646
E01019455,146470,135495
E01019456,169921,163667
E01019457,236872,211951
E01019458,188813,186385
E01019459,169135,206333
E01019460,173590,185831
E01019461,163750,187109
E01019462,189241,196747
E01019463,135845,135646
E01019464,259725,277824
E01019465,217753,252361
E01019467,272698,291716
E01019468,116883,127357
E01019469,108309,142083
E01019470,172228,178387
E01019471,113750,131688
E01019472,390114,411179
E01019473,241444,295650
E01019474,189542,194071
E01019475,161588,149773
E01019476,195400,260821
E01019477,249741,403486
E01032613,300467,356642
E01019478,183543,211861
E01019479,287294,300300
E01019480,141262,158600
E01019481,140400,142445
E01019482,137073,136381
E01019483,108839,118374
E01019484,180000,212765
E01019485,155581,168765
E01019486,146303,175045
E01019487,186451,155611
E01019488,97084,105766
E01019489,163994,190236
E01019490,146765,180347
E01019491,142877,172443
E01019492,134090,141641
E01019493,139472,178708
E01019494,190880,203977
E01019495,157133,169071
E01019496,108713,159540
E01019497,196571,164578
E01019498,104578,93474
E01019499,108772,117873
E01019500,116204,121889
E01019501,149129,162824
E01019502,195119,232382
E01019503,157779,165540
E01019504,127462,182750
E01019505,95789,103105
E01019506,126736,211431
E01019507,101090,96321
E01019508,95643,120417
E01019509,126938,160643
E01019510,134125,
E01019511,94875,151688
E01019512,133887,130365
E01019513,190337,183892
E01019514,154000,156257
E01019515,111894,126454
E01019516,143122,141521
E01019517,212664,202774
E01019518,186390,223895
E01019519,127858,151571
E01019520,188441,168870
E01019521,163575,202860
E01019522,163956,182878
E01019523,101767,128405
E01019524,167491,204550
E01019525,127598,144172
E01019526,124417,133778
E01019527,136900,126250
E01019528,231739,211068
E01019529,131497,126726
E01019530,121865,124293
E01019531,105317,115405
E01019532,153677,187893
E01019533,200022,227194
E01019534,216559,191200
E01019535,196684,191773
E01019536,251436,250938
E01019537,287794,234611
E01019538,164216,180903
E01019539,196932,191043
E01019540,194903,231913
E01019541,214074,154150
E01019542,162917,143464
E01019543,247420,248205
E01019544,152250,165763
E01019545,173605,193875
E01019546,172249,164328
E01019547,141219,133413
E01019548,176979,203064
E01019549,112406,184140
E01019550,144608,172134
E01019551,167636,192712
E01019552,138176,145857
E01019553,144218,138781
E01019554,117926,116895
E01019555,184421,213458
E01019556,112033,108857
E01019557,291931,289500
E01019558,198773,193082
E01019559,225375,292663
E01019560,177717,180896
E01019561,108767,
E01019562,139550,184300
E01019563,109788,189962
E01019564,241652,219222
E01019565,137611,121722
E01019566,122364,161763
E01019567,145033,148408
E01019568,152375,126871
E01019569,120239,126000
E01019570,195083,204708
E01019571,163647,207713
E01019572,137400,175611
E01019573,173838,201214
E01019574,141700,137524
E01019575,121719,120350
E01019576,185523,265385
E01019577,187570,211786
E01019578,122750,
E01019579,125204,134633
E01019580,157348,155286
E01019581,150775,149311
E01019582,197646,189288
E01019583,209418,220563
E01019585,151657,184507
E01019586,234886,233479
E01019587,195167,244267
E01019588,302339,329024
E01019589,204048,242248
E01019590,216597,236208
E01019591,223751,190125
E01019592,365498,457813
E01019593,286927,297583
E01033387,135185,125658
E01033388,147515,141550
E01019594,182357,202528
E01019595,265412,373529
E01019596,314128,348144
E01019597,271023,272015
E01019598,212100,254762
E01019599,452833,455214
E01019600,386857,416431
E01019601,279806,491714
E01019602,298204,271611
E01019603,359979,389692
E01019604,396751,509462
E01019605,418989,432594
E01019606,561295,729509
E01019607,443622,459788
E01019608,181382,198268
E01019609,260161,263191
E01019610,291063,322827
E01019611,420036,450186
E01019612,308883,286344
E01019613,313698,340097
E01019614,794688,454110
E01019615,297271,407948
E01019616,278383,342615
E01019617,318455,378793
E01019618,300550,447671
E01019619,278218,219147
E01019620,262750,295401
E01019621,269988,296607
E01019622,189825,251427
E01019623,210422,219134
E01019624,257300,261068
E01019625,150695,229800
E01019626,322831,319028
E01019627,261375,349680
E01019628,328385,331158
E01019629,616294,471979
E01019630,338370,324107
E01019631,266919,270017
E01019632,283850,346828
E01019633,216704,226477
E01019634,263734,302848
E01019635,231132,244764
E01019636,200842,274438
E01019638,191867,205781
E01019639,158628,162911
E01019640,174405,186225
E01019641,337331,381748
E01019642,215625,257808
E01019643,329614,366575
E01019644,129045,136889
E01019645,137981,126286
E01019646,98431,106597
E01019647,137291,148528
E01019648,190213,199992
E01019649,157066,167823
E01019650,157000,158314
E01019651,211513,224913
E01019652,214522,229726
E01019653,261997,245962
E01019654,217430,216050
E01019655,152013,201696
E01019656,364813,321887
E01019657,144472,153856
E01019658,136235,149356
E01019659,200661,187827
E01019660,139481,175896
E01019661,96835,130721
E01019662,85531,103575
E01019663,104500,112000
E01019664,118875,139273
E01019665,139415,144995
E01019666,127188,136571
E01019667,136066,161053
E01019668,158288,165909
E01019669,155081,159738
E01019670,309303,362735
E01019671,307454,364631
E01019672,120312,122454
E01019673,248686,215975
E01019674,123615,182175
E01019675,135869,148936
E01019676,145971,183263
E01019677,202688,202041
E01019678,210127,220900
E01019679,144829,141776
E01019680,205056,260841
E01019681,214667,192304
E01019682,141600,98019
E01019683,321260,289349
E01019684,226033,231115
E01019685,218405,255817
E01019686,251706,324196
E01019687,156222,170450
E01019688,125907,122688
E01019689,129927,161639
E01019690,135458,135763
E01019691,233542,271750
E01019692,155016,168938
E01019693,139099,160739
E01019694,263138,300000
E01019695,174162,174866
E01019696,190209,223667
E01019697,163731,196528
E01019698,186130,182658
E01019699,174586,168583
E01019700,195542,220204
E01019701,215346,219927
E01019702,216464,266482
E01019703,219256,228888
E01019704,215997,263925
E01019705,170805,180778
E01019706,181383,202563
E01019707,176645,189041
E01019708,285500,325829
E01019709,164757,169341
E01032614,193521,200454
E01019710,160959,188423
E01019711,199075,268588
E01019712,282585,392011
E01019713,343228,412110
E01019714,254231,286051
E01019715,153439,184298
E01019716,202560,239405
E01019717,148200,237817
E01019718,187091,236313
E01019719,184584,231620
E01019720,211364,214371
E01019721,223747,280906
E01019722,222981,300332
E01019723,244927,342649
E01019724,177163,206000
E01019725,200142,198321
E01019726,200791,213802
E01019727,297656,326370
E01019728,,
E01019729,95500,
E01019730,169700,165616
E01019731,242297,228303
E01019732,196554,214604
E01019733,182238,169496
E01019734,228594,315867
E01019735,336659,357975
E01019736,391150,477455
E01019737,361000,371538
E01019738,161965,177969
E01019739,188682,158920
E01019740,181462,172780
E01019741,193252,227542
E01019742,157491,210750
E01019743,210085,176807
E01019744,184306,229893
E01019745,145416,191462
E01019746,227112,264408
E01019747,299292,293595
E01019748,198466,178498
E01019749,269426,283010
E01019750,242846,262737
E01019751,262503,317269
E01019752,177747,192386
E01019753,173875,206924
E01019754,236732,342016
E01019755,245728,333281
E01019756,245744,321176
E01019757,222309,215088
E01019758,275215,243691
E01019759,149138,129428
E01019760,158256,157631
E01019761,109914,145444
E01019762,343331,400881
E01019763,197920,181206
E01019764,241317,416406
E01019765,218954,222532
E01019766,306086,263125
E01019767,298852,329179
E01019768,165375,192477
E01019769,428803,528786
E01019770,368783,459143
E01019771,338595,547400
E01019772,389816,436595
E01019773,142854,178807
E01019774,190442,257909
E01019775,194488,162500
E01019776,187815,230825
E01019777,133176,156122
E01019778,270944,257379
E01019779,248799,302692
E01019780,192750,174563
E01019781,200745,230716
E01019782,214233,273745
E01019783,265733,260300
E01019784,215065,262372
E01019785,291000,307391
E01019786,234902,248061
E01019787,232365,241850
E01019788,363663,394813
E01019790,161788,181734
E01019791,265629,208038
E01019792,162056,183011
E01019793,274658,282750
E01019794,315333,332429
E01019795,220451,229282
E01019796,86000,
E01019797,188464,162954
E01019798,208925,215971
E01019799,133827,147946
E01019800,138761,152321
E01019801,149792,181474
E01019802,180750,191538
E01019803,136932,208833
E01019804,162200,151538
E01019805,192702,250737
E01019806,165196,181882
E01019807,136167,171944
E01019808,141532,120485
E01019809,141179,158182
E01019810,130795,142481
E01019811,167720,194296
E01019812,177816,189118
E01019813,138940,227417
E01019814,248289,204088
E01019815,163433,178800
E01019816,273500,291348
E01019817,119200,122563
E01019818,208919,262846
E01019819,245529,274213
E01019820,188960,231556
E01019821,184165,195625
E01019822,223453,200805
E01019823,165909,171603
E01019824,226245,234601
E01019825,253960,201509
E01019826,161588,169122
E01019827,202097,366763
E01019828,275452,270930
E01019829,300853,293987
E01019830,276926,290021
E01019831,187666,264219
E01032586,201760,228800
E01019832,228389,488379
E01019833,354762,336812
E01019834,322102,335151
E01019835,226932,226920
E01019837,152638,158079
E01019838,131248,128346
E01019839,320395,331963
E01019840,281283,251044
E01019841,342077,326536
E01019842,242591,260897
E01019843,360373,385625
E01019844,150588,186705
E01019845,169822,196142
E01019846,173083,179331
E01019847,231569,267821
E01019848,221099,229304
E01019850,291717,320930
E01019851,172176,162637
E01019852,179340,194340
E01019853,414384,354385
E01019854,265077,291883
E01019855,367640,335166
E01019856,138761,148423
E01019857,182854,161226
E01019858,178271,166750
E01019859,206847,192402
E01019860,186962,210308
E01019861,165690,186119
E01019862,183493,215445
E01019863,137479,152621
E01019864,137104,152325
E01019865,137598,168746
E01019866,366342,450230
E01019867,344821,494997
E01019868,317330,368470
E01019869,405031,365292
E01019870,213650,195369
E01019871,255169,285976
E01019872,228921,243615
E01019873,170963,198418
E01019874,164731,187313
E01019875,193182,223358
E01019876,161400,189590
E01019877,141038,147508
E01019878,163313,147621
E01019879,215476,226634
E01019880,253567,254361
E01019881,260070,291055
E01019882,251720,244669
E01019883,165004,183296
E01019885,183003,168385
E01033531,209835,214971
E01033532,258027,216461
E01033533,235952,246453
E01033534,153743,129446
E01033535,209346,189324
E01033536,151655,163350
E01033537,151702,155275
E01019886,350724,331249
E01019887,242499,233919
E01019888,200383,257295
E01019889,228688,260880
E01019890,336695,524190
E01019891,386500,387346
E01019892,249517,279983
E01019893,293097,302786
E01019894,481713,484933
E01019895,501048,586170
E01019896,457342,561822
E01019897,228820,247568
E01019898,424241,486816
E01019899,270702,287029
E01019900,392440,435184
E01019901,445544,469461
E01019902,251557,310853
E01019903,363824,383036
E01019904,244707,258731
E01019905,346935,386902
E01019906,249311,251381
E01019907,269167,306481
E01019908,248785,288161
E01019909,330538,320798
E01019910,381459,355417
E01019911,338675,395466
E01019912,318621,304713
E01019913,348840,372990
E01019914,265050,239748
E01019915,331683,424640
E01019916,158378,186697
E01019917,249350,281984
E01019918,325506,294710
E01019919,198315,195571
E01019920,266033,275190
E01019921,273494,320902
E01019922,251488,275000
E01019923,225698,246170
E01019924,234085,220996
E01019925,224443,258468
E01019927,147974,147773
E01019928,241695,284854
E01019929,219742,212641
E01019930,251660,265356
E01019931,289424,290579
E01019932,189063,202475
E01019933,186447,207524
E01019934,303814,328787
E01019935,417925,483179
E01019936,397326,452883
E01019937,361822,399134
E01019938,442019,574958
E01019939,527266,605637
E01019940,463352,481278
E01019942,361754,291475
E01019943,278259,327648
E01019944,243146,264456
E01019945,425858,418182
E01019946,443381,441050
E01019947,241647,219269
E01019948,253543,249100
E01019949,287653,333797
E01019950,333796,311426
E01019951,513155,565818
E01019952,335271,326513
E01019953,423377,401723
E01019954,271535,336498
E01019955,331603,374833
E01019956,280829,304336
E01019957,524053,601530
E01019958,390817,416968
E01019959,448870,573500
E01019960,348621,396780
E01019961,446469,487504
E01019962,365859,409234
E01019963,269456,413100
E01019964,577500,667328
E01019965,411279,491219
E01019966,358375,430521
E01019967,421488,545594
E01032628,291669,427654
E01019968,316792,309680
E01019969,211425,245690
E01019970,330538,300861
E01019971,203123,212580
E01019972,238108,266238
E01019973,273750,276667
E01019974,228652,259744
E01019975,258667,232714
E01019976,348134,326553
E01019977,256091,278379
E01019980,186357,202700
E01019981,223573,240735
E01019982,180409,217091
E01019983,238741,235000
E01019984,223804,227029
E01019985,241035,223136
E01019986,308583,301726
E01019987,196625,248405
E01019988,209389,248911
E01019989,247298,256865
E01019990,176692,176850
E01019991,197211,215625
E01019992,235818,247932
E01019993,276200,251316
E01019994,235294,282328
E01019995,232500,185271
E01019996,290361,413864
E01019997,192265,282374
E01019998,272688,308078
E01019999,482554,425933
E01020000,194523,226929
E01020001,369542,316088
E01020002,273339,310639
E01020003,285580,357722
E01020004,344191,307809
E01020005,274324,323855
E01020006,232818,246780
E01020007,280292,272469
E01020008,273159,260833
E01020009,351741,318200
E01020010,310711,325150
E01020011,361984,427000
E01020012,273290,261369
E01020013,184981,239919
E01020014,213800,198738
E01020015,354688,314370
E01020016,254645,227068
E01020017,217642,238510
E01020018,193802,209258
E01020019,275469,398230
E01020020,424806,279455
E01020021,337765,443179
E01020022,246222,293111
E01020023,436804,409672
E01020024,718033,601957
E01020025,311245,296454
E01020026,272235,305667
E01020027,242886,248028
E01020029,240749,238772
E01020030,191408,213791
E01020031,230570,234308
E01020032,224704,222988
E01020033,415724,388522
E01020035,388775,365688
E01020036,278285,279142
E01020037,221233,233458
E01020038,293166,321048
E01020039,166884,197636
E01020040,296471,274570
E01033232,237727,260893
E01033233,438813,440924
E01033234,278172,334631
E01033235,374968,384870
E01033236,574200,646986
E01020041,250128,252220
E01020042,247020,297968
E01020043,288955,334818
E01020044,319786,374825
E01020045,349907,363261
E01020046,523838,435140
E01020047,248296,271058
E01020048,170811,176450
E01020049,391150,436830
E01020050,319200,327191
E01020051,279110,285600
E01020052,163016,251717
E01020053,172125,229707
E01020054,249414,262731
E01020055,188485,203715
E01020056,271576,314705
E01020057,196820,242663
E01020058,218641,262959
E01020059,342911,445393
E01020060,227300,235157
E01020061,228633,256143
E01020062,278879,322758
E01020063,247357,250226
E01020064,247009,255191
E01020065,199054,250846
E01020066,280152,313380
E01020067,192095,176292
E01020068,433371,341333
E01020069,340071,411039
E01020070,314516,361293
E01020071,251415,280663
E01020072,280500,423976
E01020073,253024,280192
E01020074,366665,393526
E01020075,277408,282875
E01020076,244980,307523
E01020077,357444,385311
E01020078,175921,173513
E01020079,194960,189056
E01020080,293424,326756
E01020081,314100,413467
E01020082,307904,330919
E01020083,249189,284916
E01020084,275871,258931
E01020085,222186,249081
E01020086,285084,264608
E01020087,303868,333623
E01020088,346869,369105
E01020089,302179,374071
E01020090,302980,444786
E01020091,267850,334020
E01020092,338154,386672
E01020093,222342,256170
E01020094,140026,143308
E01020095,166841,151517
E01020096,212208,210808
E01020097,346619,432971
E01020098,287234,326418
E01020099,348574,438635
E01020100,351719,351631
E01020101,216131,269613
E01020102,214104,243824
E01020103,172053,173414
E01020104,139578,158076
E01020105,295861,310249
E01020106,345769,339697
E01020107,272998,302969
E01020108,390549,417961
E01020109,566204,635051
E01020110,297292,306423
E01020111,176540,207069
E01020112,164400,163154
E01020113,221454,247886
E01020114,235417,230485
E01020115,266188,284288
E01020116,217116,234526
E01020117,242724,332296
E01020118,191500,249625
E01020119,382700,402143
E01020120,320245,352778
E01020121,293914,292375
E01020122,295740,358413
E01020123,259786,278917
E01020124,261473,308918
E01020125,282160,294763
E01020126,248720,323308
E01020127,374556,372525
E01020128,290122,335619
E01020129,219379,205858
E01020130,178293,177848
E01020131,294581,330691
E01020132,183375,231258
E01020133,244453,290700
E01020134,216273,257857
E01020135,216542,194971
E01020136,274325,289141
E01020137,191639,203441
E01020138,287043,338213
E01020139,184303,188063
E01020140,211432,231080
E01020141,183333,178650
E01020142,335700,432758
E01020143,413871,416235
E01020144,211796,248765
E01020145,286192,329415
E01020146,217690,211524
E01020147,518385,499985
E01020148,279438,328374
E01020149,283554,295929
E01020150,356750,441467
E01020151,435884,472410
E01020152,373916,491567
E01020153,555927,691405
E01020154,248500,372083
E01020155,176500,173222
E01020156,456871,442971
E01020157,432413,503226
E01020158,304739,398250
E01020159,344019,448526
E01020160,275743,344822
E01020161,223912,240270
E01020162,211476,220966
E01020163,269318,279200
E01020164,299395,344711
E01020165,241795,226256
E01020166,252450,245475
E01020167,250116,302020
E01020168,397972,345888
E01020169,241363,252182
E01020170,323890,372982
E01020171,665833,714077
E01020172,340133,565996
E01020173,846301,816324
E01020174,398641,848434
E01020175,414702,478223
E01020176,353875,345313
E01020177,259500,268911
E01020178,348231,423613
E01020179,674243,752674
E01020180,348770,448292
E01020181,410109,350635
E01020182,287711,286589
E01020183,285484,270586
E01020184,392379,326158
E01020185,302050,397154
E01020186,416938,359593
E01020187,293583,338613
E01020188,477875,605576
E01020189,325193,444083
E01020190,300854,344535
E01020191,312629,358307
E01020192,314612,377930
E01020193,381245,466636
E01020194,274815,278632
E01020195,260841,326281
E01020196,254232,308998
E01020197,329628,403148
E01020198,180947,218775
E01020199,211941,234642
E01020200,333484,400165
E01020201,350310,518721
E01020202,358280,340268
E01020203,345837,358082
E01020204,183053,183328
E01020205,435353,572183
E01020206,264650,304066
E01020207,253735,275438
E01020208,207792,217516
E01020209,173700,181811
E01020210,299905,270472
E01020211,163278,171200
E01020212,176003,189031
E01020213,192719,222398
E01020214,252611,276292
E01020215,330183,309960
E01020216,179010,211400
E01020217,149354,176687
E01020218,171901,176500
E01020219,251155,332229
E01020220,240406,292054
E01020221,272344,256836
E01020222,258731,302455
E01020223,268429,278696
E01020224,174566,171452
E01020225,196543,209923
E01020226,343911,400364
E01020227,216748,266579
E01020228,171610,169950
E01020229,290280,282223
E01020230,237347,222302
E01020231,249404,232184
E01020232,228327,222866
E01020233,393396,383806
E01020234,214500,221350
E01020235,236597,272185
E01020236,298568,329813
E01020237,405102,482513
E01020238,322876,388712
E01020239,330239,398467
E01020240,289688,321955
E01020241,342857,368917
E01020242,313417,349919
E01020243,378962,463000
E01020244,206450,225263
E01020245,322265,618727
E01020246,327415,288100
E01020247,293690,253817
E01020248,283213,372080
E01020249,258042,309405
E01020250,271400,306725
E01020251,243111,288553
E01020252,250604,214006
E01020253,210372,258711
E01020254,206148,216385
E01020255,273052,297367
E01020256,321963,290483
E01020257,246067,294358
E01020258,347532,413679
E01020259,638514,511520
E01020260,462118,586217
E01020261,496471,545044
E01020262,448885,549611
E01020263,314908,461857
E01020264,189520,197316
E01020265,278070,326118
E01020266,259970,358387
E01020267,340480,374119
E01020268,358959,356977
E01020269,174271,195785
E01020270,229879,245979
E01020271,207859,187733
E01020272,191169,203452
E01020273,301146,417763
E01020274,586250,524462
E01020275,280947,288255
E01020276,311197,258836
E01020277,221645,215827
E01020278,261372,388233
E01020279,175320,205795
E01020280,137878,155722
E01020281,264491,265581
E01020282,170638,182675
E01020283,222278,230250
E01020284,194118,220035
E01020285,170500,171175
E01020286,367667,336787
E01020287,316250,310740
E01020288,207734,273261
E01020289,363205,364819
E01020290,287500,305128
E01020291,290717,355111
E01020292,272636,326611
E01020293,250946,262546
E01020294,213744,228873
E01020295,322136,364467
E01020296,366318,414406
E01020297,164938,190510
E01020298,322466,366867
E01020299,244181,304821
E01020300,328734,357399
E01020301,276491,352263
E01020302,307747,332772
E01020303,306797,277218
E01020304,212143,223474
E01020305,182700,167667
E01020306,246048,226250
E01020307,201611,194833
E01020308,299988,321565
E01020309,272953,415595
E01020310,272652,333775
E01020311,259048,311218
E01020312,273071,310667
E01020313,182534,210542
E01020314,323264,310193
E01020315,275813,366640
E01020316,426567,427337
E01020317,313921,445219
E01020318,399093,372384
E01020319,492820,476304
E01020320,326432,389297
E01020321,291000,257850
E01020322,287903,288152
E01020323,254406,342928
E01020324,302898,401769
E01020325,286003,420700
E01020326,199776,249105
E01020327,218941,214914
E01020328,176910,197833
E01020329,290921,360723
E01020330,214655,208034
E01020331,277261,382300
E01020332,236503,256727
E01020333,315160,313648
E01020334,237074,274837
E01020335,268048,423630
E01020336,363569,382757
E01020337,287307,259944
E01020338,227873,222223
E01020339,282310,361604
E01020340,318704,331465
E01020341,384191,470685
E01020342,198643,237386
E01020910,214941,213492
E01020911,170644,176034
E01020912,163361,161457
E01020913,219896,246791
E01020914,231404,241713
E01020915,246153,263853
E01020916,199076,204641
E01020917,189889,190650
E01020918,212304,212608
E01020919,241933,241732
E01020920,174091,187069
E01020921,263747,260139
E01020922,310031,327500
E01020923,181940,194643
E01020924,300020,320791
E01020925,197188,227300
E01020926,276381,320543
E01020927,225607,244518
E01020928,230107,253556
E01020929,193085,203536
E01020930,,265875
E01020931,297101,364075
E01020932,248069,318778
E01020933,565672,782446
E01020934,316153,378199
E01020935,263006,209609
E01020936,256078,215086
E01020937,237950,226913
E01020938,321857,315179
E01020939,363976,353016
E01020940,408520,453018
E01020941,263392,282143
E01020942,345350,357265
E01020943,286349,333567
E01020944,582624,492188
E01020945,365313,416941
E01020946,431581,484871
E01020947,350405,323857
E01020948,309826,323808
E01020949,242195,260932
E01020950,303944,330947
E01020951,241608,248467
E01020952,200596,235166
E01020953,285717,306254
E01020954,330738,322795
E01020955,220480,202283
E01020956,251474,261639
E01020957,245967,253593
E01020959,270469,255791
E01020960,253249,266908
E01020961,294400,319370
E01020962,276053,341254
E01020963,357786,418983
E01020964,233854,284800
